2025 Federal Election House of Representatives Distribution of Preferences By Division [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:02 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,Elected,HistoricElected,CalculationType,CalculationValue
NSW,249,Paterson,7,8,42098,SCOTT,April Maree,IND,Independent,N,N,Preference Count,0
NSW,249,Paterson,7,8,42098,SCOTT,April Maree,IND,Independent,N,N,Preference Percent,0
NSW,249,Paterson,7,8,42098,SCOTT,April Maree,IND,Independent,N,N,Transfer Count,0
NSW,249,Paterson,7,8,42098,SCOTT,April Maree,IND,Independent,N,N,Transfer Percent,0
NSW,249,Paterson,7,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,249,Paterson,7,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,249,Paterson,7,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,249,Paterson,7,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,249,Paterson,7,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Preference Count,0
NSW,249,Paterson,7,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Preference Percent,0
NSW,249,Paterson,7,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Transfer Count,0
NSW,249,Paterson,7,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Transfer Percent,0
NSW,249,Paterson,8,1,42100,HOLDING,Rod,IND,Independent,N,N,Preference Count,0
NSW,249,Paterson,8,1,42100,HOLDING,Rod,IND,Independent,N,N,Preference Percent,0
NSW,249,Paterson,8,1,42100,HOLDING,Rod,IND,Independent,N,N,Transfer Count,0
NSW,249,Paterson,8,1,42100,HOLDING,Rod,IND,Independent,N,N,Transfer Percent,0
NSW,249,Paterson,8,2,41427,SWANSON,Meryl,ALP,Labor,Y,Y,Preference Count,61841
NSW,249,Paterson,8,2,41427,SWANSON,Meryl,ALP,Labor,Y,Y,Preference Percent,56.89
NSW,249,Paterson,8,2,41427,SWANSON,Meryl,ALP,Labor,Y,Y,Transfer Count,10212
NSW,249,Paterson,8,2,41427,SWANSON,Meryl,ALP,Labor,Y,Y,Transfer Percent,49.85
NSW,249,Paterson,8,3,42050,WITHER,Arnon,ON,Pauline Hanson's One Nation,N,N,Preference Count,0
NSW,249,Paterson,8,3,42050,WITHER,Arnon,ON,Pauline Hanson's One Nation,N,N,Preference Percent,0
NSW,249,Paterson,8,3,42050,WITHER,Arnon,ON,Pauline Hanson's One Nation,N,N,Transfer Count,0
NSW,249,Paterson,8,3,42050,WITHER,Arnon,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,0
NSW,249,Paterson,8,4,41752,PENFOLD,Philip,IND,Independent,N,N,Preference Count,0
NSW,249,Paterson,8,4,41752,PENFOLD,Philip,IND,Independent,N,N,Preference Percent,0
NSW,249,Paterson,8,4,41752,PENFOLD,Philip,IND,Independent,N,N,Transfer Count,-20485
NSW,249,Paterson,8,4,41752,PENFOLD,Philip,IND,Independent,N,N,Transfer Percent,-100
NSW,249,Paterson,8,5,41625,JOHNS,Paul,GRN,The Greens,N,N,Preference Count,0
NSW,249,Paterson,8,5,41625,JOHNS,Paul,GRN,The Greens,N,N,Preference Percent,0
NSW,249,Paterson,8,5,41625,JOHNS,Paul,GRN,The Greens,N,N,Transfer Count,0
NSW,249,Paterson,8,5,41625,JOHNS,Paul,GRN,The Greens,N,N,Transfer Percent,0
NSW,249,Paterson,8,6,41521,ANTCLIFF,Laurence,LP,Liberal,N,N,Preference Count,46863
NSW,249,Paterson,8,6,41521,ANTCLIFF,Laurence,LP,Liberal,N,N,Preference Percent,43.11
NSW,249,Paterson,8,6,41521,ANTCLIFF,Laurence,LP,Liberal,N,N,Transfer Count,10273
NSW,249,Paterson,8,6,41521,ANTCLIFF,Laurence,LP,Liberal,N,N,Transfer Percent,50.15
NSW,249,Paterson,8,7,41811,BRIGGS,Sandra Lyn,FFPA,Family First,N,N,Preference Count,0
NSW,249,Paterson,8,7,41811,BRIGGS,Sandra Lyn,FFPA,Family First,N,N,Preference Percent,0
NSW,249,Paterson,8,7,41811,BRIGGS,Sandra Lyn,FFPA,Family First,N,N,Transfer Count,0
NSW,249,Paterson,8,7,41811,BRIGGS,Sandra Lyn,FFPA,Family First,N,N,Transfer Percent,0
NSW,249,Paterson,8,8,42098,SCOTT,April Maree,IND,Independent,N,N,Preference Count,0
NSW,249,Paterson,8,8,42098,SCOTT,April Maree,IND,Independent,N,N,Preference Percent,0
NSW,249,Paterson,8,8,42098,SCOTT,April Maree,IND,Independent,N,N,Transfer Count,0
NSW,249,Paterson,8,8,42098,SCOTT,April Maree,IND,Independent,N,N,Transfer Percent,0
NSW,249,Paterson,8,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,249,Paterson,8,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,249,Paterson,8,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,249,Paterson,8,9,41687,ARENA,Peter N,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,249,Paterson,8,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Preference Count,0
NSW,249,Paterson,8,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Preference Percent,0
NSW,249,Paterson,8,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Transfer Count,0
NSW,249,Paterson,8,10,41927,DRYDEN,Daniel,HMP,Legalise Cannabis Party,N,N,Transfer Percent,0
NSW,144,Reid,0,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,11680
NSW,144,Reid,0,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,11.54
NSW,144,Reid,0,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,0
NSW,144,Reid,0,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,0
NSW,144,Reid,0,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,32107
NSW,144,Reid,0,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,31.72
NSW,144,Reid,0,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,0
NSW,144,Reid,0,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,0
NSW,144,Reid,0,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,1593
NSW,144,Reid,0,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,1.57
NSW,144,Reid,0,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,144,Reid,0,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,144,Reid,0,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,2352
NSW,144,Reid,0,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,2.32
NSW,144,Reid,0,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,0
NSW,144,Reid,0,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,0
NSW,144,Reid,0,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,49166
NSW,144,Reid,0,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,48.57
NSW,144,Reid,0,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,0
NSW,144,Reid,0,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,0
NSW,144,Reid,0,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,1221
NSW,144,Reid,0,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,1.21
NSW,144,Reid,0,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,0
NSW,144,Reid,0,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,0
NSW,144,Reid,0,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,3098
NSW,144,Reid,0,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,3.06
NSW,144,Reid,0,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,0
NSW,144,Reid,0,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,0
NSW,144,Reid,1,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,11724
NSW,144,Reid,1,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,11.58
NSW,144,Reid,1,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,44
NSW,144,Reid,1,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,3.6
NSW,144,Reid,1,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,32259
NSW,144,Reid,1,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,31.87
NSW,144,Reid,1,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,152
NSW,144,Reid,1,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,12.45
NSW,144,Reid,1,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,1734
NSW,144,Reid,1,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,1.71
NSW,144,Reid,1,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,141
NSW,144,Reid,1,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,11.55
NSW,144,Reid,1,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,2965
NSW,144,Reid,1,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,2.93
NSW,144,Reid,1,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,613
NSW,144,Reid,1,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,50.2
NSW,144,Reid,1,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,49235
NSW,144,Reid,1,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,48.64
NSW,144,Reid,1,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,69
NSW,144,Reid,1,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,5.65
NSW,144,Reid,1,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,0
NSW,144,Reid,1,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,0
NSW,144,Reid,1,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,-1221
NSW,144,Reid,1,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,-100
NSW,144,Reid,1,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,3300
NSW,144,Reid,1,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,3.26
NSW,144,Reid,1,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,202
NSW,144,Reid,1,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,16.54
NSW,144,Reid,2,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,11867
NSW,144,Reid,2,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,11.72
NSW,144,Reid,2,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,143
NSW,144,Reid,2,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,8.25
NSW,144,Reid,2,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,32698
NSW,144,Reid,2,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,32.3
NSW,144,Reid,2,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,439
NSW,144,Reid,2,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,25.32
NSW,144,Reid,2,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,144,Reid,2,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,144,Reid,2,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,-1734
NSW,144,Reid,2,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,-100
NSW,144,Reid,2,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,3672
NSW,144,Reid,2,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,3.63
NSW,144,Reid,2,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,707
NSW,144,Reid,2,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,40.77
NSW,144,Reid,2,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,49414
NSW,144,Reid,2,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,48.82
NSW,144,Reid,2,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,179
NSW,144,Reid,2,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,10.32
NSW,144,Reid,2,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,0
NSW,144,Reid,2,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,0
NSW,144,Reid,2,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,0
NSW,144,Reid,2,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,0
NSW,144,Reid,2,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,3566
NSW,144,Reid,2,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,3.52
NSW,144,Reid,2,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,266
NSW,144,Reid,2,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,15.34
NSW,144,Reid,3,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,13217
NSW,144,Reid,3,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,13.06
NSW,144,Reid,3,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,1350
NSW,144,Reid,3,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,37.86
NSW,144,Reid,3,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,33267
NSW,144,Reid,3,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,32.87
NSW,144,Reid,3,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,569
NSW,144,Reid,3,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,15.96
NSW,144,Reid,3,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,144,Reid,3,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,144,Reid,3,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,144,Reid,3,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,144,Reid,3,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,4233
NSW,144,Reid,3,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,4.18
NSW,144,Reid,3,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,561
NSW,144,Reid,3,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,15.73
NSW,144,Reid,3,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,50500
NSW,144,Reid,3,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,49.89
NSW,144,Reid,3,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,1086
NSW,144,Reid,3,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,30.45
NSW,144,Reid,3,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,0
NSW,144,Reid,3,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,0
NSW,144,Reid,3,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,0
NSW,144,Reid,3,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,0
NSW,144,Reid,3,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,0
NSW,144,Reid,3,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,0
NSW,144,Reid,3,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,-3566
NSW,144,Reid,3,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,-100
NSW,144,Reid,4,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,13895
NSW,144,Reid,4,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,13.73
NSW,144,Reid,4,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,678
NSW,144,Reid,4,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,16.02
NSW,144,Reid,4,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,36122
NSW,144,Reid,4,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,35.69
NSW,144,Reid,4,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,2855
NSW,144,Reid,4,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,67.45
NSW,144,Reid,4,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,144,Reid,4,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,144,Reid,4,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,144,Reid,4,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,144,Reid,4,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,0
NSW,144,Reid,4,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,0
NSW,144,Reid,4,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,-4233
NSW,144,Reid,4,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,-100
NSW,144,Reid,4,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,51200
NSW,144,Reid,4,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,50.58
NSW,144,Reid,4,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,700
NSW,144,Reid,4,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,16.54
NSW,144,Reid,4,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,0
NSW,144,Reid,4,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,0
NSW,144,Reid,4,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,0
NSW,144,Reid,4,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,0
NSW,144,Reid,4,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,0
NSW,144,Reid,4,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,0
NSW,144,Reid,4,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,0
NSW,144,Reid,4,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,0
NSW,144,Reid,5,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Count,0
NSW,144,Reid,5,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Preference Percent,0
NSW,144,Reid,5,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Count,-13895
NSW,144,Reid,5,1,41633,SOMERVILLE,Joanna,GRN,The Greens,N,N,Transfer Percent,-100
NSW,144,Reid,5,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Count,38455
NSW,144,Reid,5,2,41514,CHUNG,Grange,LP,Liberal,N,N,Preference Percent,37.99
NSW,144,Reid,5,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Count,2333
NSW,144,Reid,5,2,41514,CHUNG,Grange,LP,Liberal,N,N,Transfer Percent,16.79
NSW,144,Reid,5,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Count,0
NSW,144,Reid,5,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Preference Percent,0
NSW,144,Reid,5,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,144,Reid,5,3,41693,SARIKAYA,David,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,144,Reid,5,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Count,0
NSW,144,Reid,5,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Preference Percent,0
NSW,144,Reid,5,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Count,0
NSW,144,Reid,5,4,41892,INGROUILLE,Gina,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,0
NSW,144,Reid,5,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Count,62762
NSW,144,Reid,5,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Preference Percent,62.01
NSW,144,Reid,5,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Count,11562
NSW,144,Reid,5,5,41434,SITOU,Sally,ALP,Labor,Y,Y,Transfer Percent,83.21
NSW,144,Reid,5,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Count,0
NSW,144,Reid,5,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Preference Percent,0
NSW,144,Reid,5,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Count,0
NSW,144,Reid,5,6,41975,MEAD,Clinton,LTP,Libertarian,N,N,Transfer Percent,0
NSW,144,Reid,5,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Count,0
NSW,144,Reid,5,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Preference Percent,0
NSW,144,Reid,5,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Count,0
NSW,144,Reid,5,7,40614,COMMERFORD,Steven,IND,Independent,N,N,Transfer Percent,0
NSW,145,Richmond,0,1,41348,NOLAN,Mandy,GRN,The Greens,N,N,Preference Count,27783
NSW,145,Richmond,0,1,41348,NOLAN,Mandy,GRN,The Greens,N,N,Preference Percent,26.47
NSW,145,Richmond,0,1,41348,NOLAN,Mandy,GRN,The Greens,N,N,Transfer Count,0
NSW,145,Richmond,0,1,41348,NOLAN,Mandy,GRN,The Greens,N,N,Transfer Percent,0
NSW,145,Richmond,0,2,41432,ELLIOT,Justine,ALP,Labor,Y,Y,Preference Count,31901
NSW,145,Richmond,0,2,41432,ELLIOT,Justine,ALP,Labor,Y,Y,Preference Percent,30.4
NSW,145,Richmond,0,2,41432,ELLIOT,Justine,ALP,Labor,Y,Y,Transfer Count,0
NSW,145,Richmond,0,2,41432,ELLIOT,Justine,ALP,Labor,Y,Y,Transfer Percent,0
NSW,145,Richmond,0,3,41972,LOUGHREY,Kevin,IND,Independent,N,N,Preference Count,1754
NSW,145,Richmond,0,3,41972,LOUGHREY,Kevin,IND,Independent,N,N,Preference Percent,1.67
NSW,145,Richmond,0,3,41972,LOUGHREY,Kevin,IND,Independent,N,N,Transfer Count,0
NSW,145,Richmond,0,3,41972,LOUGHREY,Kevin,IND,Independent,N,N,Transfer Percent,0
NSW,145,Richmond,0,4,41907,MYE,Ian,ON,Pauline Hanson's One Nation,N,N,Preference Count,5709
NSW,145,Richmond,0,4,41907,MYE,Ian,ON,Pauline Hanson's One Nation,N,N,Preference Percent,5.44
NSW,145,Richmond,0,4,41907,MYE,Ian,ON,Pauline Hanson's One Nation,N,N,Transfer Count,0
NSW,145,Richmond,0,4,41907,MYE,Ian,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,0
NSW,145,Richmond,0,5,42068,McMAHON,Vivian Mac,HMP,Legalise Cannabis Party,N,N,Preference Count,3998
NSW,145,Richmond,0,5,42068,McMAHON,Vivian Mac,HMP,Legalise Cannabis Party,N,N,Preference Percent,3.81
NSW,145,Richmond,0,5,42068,McMAHON,Vivian Mac,HMP,Legalise Cannabis Party,N,N,Transfer Count,0
NSW,145,Richmond,0,5,42068,McMAHON,Vivian Mac,HMP,Legalise Cannabis Party,N,N,Transfer Percent,0
NSW,145,Richmond,0,6,41700,PETERKIN,Phillip Byron,CYA,Trumpet of Patriots,N,N,Preference Count,2052
NSW,145,Richmond,0,6,41700,PETERKIN,Phillip Byron,CYA,Trumpet of Patriots,N,N,Preference Percent,1.96
NSW,145,Richmond,0,6,41700,PETERKIN,Phillip Byron,CYA,Trumpet of Patriots,N,N,Transfer Count,0
NSW,145,Richmond,0,6,41700,PETERKIN,Phillip Byron,CYA,Trumpet of Patriots,N,N,Transfer Percent,0
NSW,145,Richmond,0,7,41958,HONE,Kimberly,NP,The Nationals,N,N,Preference Count,25795
NSW,145,Richmond,0,7,41958,HONE,Kimberly,NP,The Nationals,N,N,Preference Percent,24.58
NSW,145,Richmond,0,7,41958,HONE,Kimberly,NP,The Nationals,N,N,Transfer Count,0
NSW,145,Richmond,0,7,41958,HONE,Kimberly,NP,The Nationals,N,N,Transfer Percent,0
NSW,145,Richmond,0,8,41674,WILLIS,Ian Cherry,LTP,Libertarian,N,N,Preference Count,1619
NSW,145,Richmond,0,8,41674,WILLIS,Ian Cherry,LTP,Libertarian,N,N,Preference Percent,1.54
NSW,145,Richmond,0,8,41674,WILLIS,Ian Cherry,LTP,Libertarian,N,N,Transfer Count,0
NSW,145,Richmond,0,8,41674,WILLIS,Ian Cherry,LTP,Libertarian,N,N,Transfer Percent,0
NSW,145,Richmond,0,9,41986,McKENZIE,James Ian,IND,Independent,N,N,Preference Count,977
NSW,145,Richmond,0,9,41986,McKENZIE,James Ian,IND,Independent,N,N,Preference Percent,0.93
NSW,145,Richmond,0,9,41986,McKENZIE,James Ian,IND,Independent,N,N,Transfer Count,0
NSW,145,Richmond,0,9,41986,McKENZIE,James Ian,IND,Independent,N,N,Transfer Percent,0
NSW,145,Richmond,0,10,42073,CURTIN,Richard,GRPF,Gerard Rennick People First,N,N,Preference Count,3364
NSW,145,Richmond,0,10,42073,CURTIN,Richard,GRPF,Gerard Rennick People First,N,N,Preference Percent,3.21
